13,13,13,13,13,14,75,75,-1,-1,-1,-1,-1,-1,-1,63,13,13,13,64,65,36,-1,-1,-1,-1,110,-1,-1,-1,-1,74,73,76,77,72,-1,-1,-1,-1,-1,-1,-1,-1,51,13,13,13,13,13
13,13,13,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,0,19,13,13,13,66,67,36,-1,-1,-1,-1,-1,-1,-1,-1,74,72,75,78,79,76,77,-1,-1,-1,-1,-1,-1,-1,51,13,13,13,13,13
13,13,13,13,13,14,-1,-1,34,35,64,65,39,36,36,13,13,13,13,39,37,26,-1,-1,-1,0,1,49,49,1,61,49,61,49,49,38,37,64,65,1,2,-1,-1,-1,63,13,13,13,13,13
13,13,13,13,13,14,-1,-1,-1,12,66,67,37,36,38,50,7,13,13,36,52,-1,-1,-1,-1,12,13,6,62,50,62,62,50,62,37,36,38,66,67,13,14,-1,-1,-1,63,13,13,13,13,13
13,13,13,13,13,14,-1,-1,-1,24,25,25,25,26,53,54,12,13,13,14,-1,-1,-1,-1,-1,12,13,14,37,53,53,53,53,53,53,53,53,53,53,24,26,-1,-1,-1,51,13,13,13,13,13
13,13,13,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,14,-1,-1,-1,-1,-1,12,13,14,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,-1,12,13,13,13,13,13
13,13,13,13,13,18,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,14,-1,-1,-1,-1,-1,12,13,14,75,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,34,51,13,13,13,13,13
13,13,13,13,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,62,50,26,-1,-1,-1,111,-1,12,13,14,113,47,-1,-1,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,47,-1,63,13,13,13,13,13
13,13,13,13,13,13,18,2,46,-1,-1,-1,-1,-1,-1,-1,-1,52,54,-1,-1,-1,-1,-1,-1,12,13,18,1,2,-1,-1,-1,57,-1,-1,-1,46,-1,-1,-1,-1,71,-1,51,13,13,13,13,13
13,13,13,13,13,13,13,18,2,41,41,41,41,-1,-1,-1,-1,-1,-1,-1,-1,41,0,64,65,19,13,13,13,14,-1,-1,-1,36,-1,-1,-1,36,-1,-1,-1,-1,44,0,19,13,13,13,13,13
13,13,13,13,13,13,13,13,18,61,49,61,49,49,2,-1,-1,-1,-1,-1,-1,37,19,66,67,13,13,13,6,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,65,51,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,-1,-1,-1,-1,-1,-1,0,13,13,13,13,13,13,14,-1,-1,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,66,67,51,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,18,2,-1,-1,-1,-1,0,19,13,13,13,13,13,13,18,2,42,42,41,42,0,49,2,40,41,42,41,0,49,19,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,40,41,42,40,12,13,13,13,13,13,13,13,13,18,61,49,61,49,19,13,18,49,61,49,61,19,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,18,61,61,61,49,19,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
